DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,SOL_NORMALIZED_PRICE,SOL_DAILY_RETURN,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2023-10-05 00:00:00.000,87.456312222,87.990786582,90.256880351,119.295415633,-0.002246651029,89.682475341,0.005716952514,83.429314611,-0.005743993877
2023-10-04 00:00:00.000,88.223854279,89.082254608,91.405777774,119.564034294,-0.02797025919,89.172679368,-0.0007842721636,83.911300608,-0.01013921005
2023-10-03 00:00:00.000,89.048621118,89.394756868,91.669552651,123.004502099,-0.003620705386,89.242669909,-0.01857396524,84.770809654,-0.02819333816
2023-10-02 00:00:00.000,90.443506624,89.426502727,91.927098048,123.451483551,0.07289281841,90.931630861,0.03184532708,87.230117865,0.01462291663
2023-10-01 00:00:00.000,94.362446878,91.629263101,94.154180154,115.06413449,0.07812441881,88.125253344,0.007840640602,85.972942691,0.004826239933
2023-09-30 00:00:00.000,92.990727875,89.679755399,92.123484851,106.726211263,0.02296631269,87.439670315,0.0001962863246,85.560009556,0.006387092573
2023-09-29 00:00:00.000,92.914332037,89.472853113,91.952616377,104.33013281,0.04590854924,87.422510472,0.01089461456,85.016998119,0.02143908214
2023-09-28 00:00:00.000,90.643744633,88.466372432,91.46383215,99.750721883,0.01889924748,86.480340495,0.01380909614,83.232568251,0.01880559834
2023-09-27 00:00:00.000,87.092116596,86.547575557,89.65175881,97.900476548,-0.008897809524,85.302391569,0.003482575994,81.696221916,0.006847580582
2023-09-26 00:00:00.000,87.637858027,86.278145215,89.445876722,98.779396806,-0.0151478243,85.006350493,0.001450126627,81.140605084,0.004660412358
2023-09-25 00:00:00.000,89.026425741,86.094054303,89.259916265,100.298703951,-0.005963363294,84.883259019,-0.0133186535,80.764210559,-0.006952878715
2023-09-24 00:00:00.000,87.393015169,86.337925802,89.076820746,100.900409751,0.007207613897,86.029050128,-0.0007909542455,81.329686002,-0.0009120975471
